"dane_code","first_round_2014","first_round_2018","first_round_2022","second_round_2014","second_round_2018","second_round_2022","flip_1st_14_18","flip_1st_18_22","flip_2nd_14_18","flip_2nd_18_22"
5001,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5002,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5004,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5021,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5030,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5031,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5034,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5036,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5038,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5040,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5042,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5044,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5045,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
5051,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
5055,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5059,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5079,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5086,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5088,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5091,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5093,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5101,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5107,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
5113,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5120,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
5125,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5129,"right","center-left","right","center-right","right","center-right","flip to left","flip to right","stable right","stable right"
5134,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5138,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5142,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5145,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5147,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
5148,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5150,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5154,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
5172,"center-right","right","left","center-right","left","left","stable right","flip to left","flip to left","stable left"
5190,"center-right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5197,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5206,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5209,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5212,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5234,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5237,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5240,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5250,"right","right","left","right","right","left","stable right","flip to left","stable right","flip to left"
5264,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
5266,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5282,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5284,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5306,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5308,"right","center-left","right","center-right","right","center-right","flip to left","flip to right","stable right","stable right"
5310,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5313,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5315,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5318,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5321,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5347,"center-right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5353,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5360,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5361,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5364,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5368,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5376,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5380,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5390,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5400,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5411,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5425,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5440,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5467,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5475,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
5480,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
5483,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5490,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
5495,"right","right","left","right","right","center-right","stable right","flip to left","stable right","stable right"
5501,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5541,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5543,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5576,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5579,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
5585,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
5591,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
5604,"right","center-left","left","right","right","center-right","flip to left","stable left","stable right","stable right"
5607,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5615,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5628,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5631,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5642,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5647,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5649,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5652,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5656,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5658,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5659,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
5660,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
5664,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5665,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5667,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5670,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5674,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5679,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5686,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5690,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5697,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5736,"center-right","center-left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
5756,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5761,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5789,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5790,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
5792,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5809,"right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5819,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5837,"center-right","left","left","center-right","right","left","flip to left","stable left","stable right","flip to left"
5842,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5847,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5854,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5856,"center-right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5858,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5861,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5873,"center-right","center-left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
5885,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5887,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
5890,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
5893,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
5895,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
8001,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8078,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8137,"center-right","center-right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
8141,"center-right","center-right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
8296,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8372,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
8421,"center-right","right","right","center-right","right","left","stable right","stable right","stable right","flip to left"
8433,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8436,"center-right","center-right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
8520,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8549,"center-right","center-right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
8558,"center-right","center-right","left","center-right","left","left","stable right","flip to left","flip to left","stable left"
8560,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
8573,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8606,"center-right","center-right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
8634,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8638,"center-right","center-right","left","center-right","left","left","stable right","flip to left","flip to left","stable left"
8675,"center-right","center-right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
8685,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8758,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8770,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
8832,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
8849,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
11001,"right","center-left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13001,"right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13006,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
13030,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
13042,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13052,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13062,"center-right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
13074,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
13140,"center-right","right","right","center-right","right","left","stable right","stable right","stable right","flip to left"
13160,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13188,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13212,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13222,"center-right","center-right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13244,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
13248,"center-right","right","right","center-right","right","left","stable right","stable right","stable right","flip to left"
13268,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13300,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
13430,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13433,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13440,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13442,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13458,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13468,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13473,"right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13490,"center-right","left","left","center-right","right","left","flip to left","stable left","stable right","flip to left"
13549,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13580,"center-right","left","left","center-right","right","left","flip to left","stable left","stable right","flip to left"
13600,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13620,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13647,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13650,"center-right","center-right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13654,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
13655,"right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13657,"right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13667,"right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
13670,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13673,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13683,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13688,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
13744,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
13760,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13780,"center-right","right","right","center-right","right","center-right","stable right","stable right","stable right","stable right"
13810,"right","right","left","right","right","center-right","stable right","flip to left","stable right","stable right"
13836,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13838,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
13873,"right","right","right","right","right","left","stable right","stable right","stable right","flip to left"
13894,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
15001,"center-left","center-left","left","center-right","left","left","stable left","stable left","flip to left","stable left"
15022,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15047,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15051,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15087,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15090,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15092,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
15097,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15104,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15106,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15109,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15114,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15131,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15135,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15162,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15172,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15176,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15180,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15183,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15185,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15187,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15189,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15204,"right","center-left","center-right","right","left","center-right","flip to left","flip to right","flip to left","flip to right"
15212,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
15215,"right","center-left","center-right","right","left","center-right","flip to left","flip to right","flip to left","flip to right"
15218,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15223,"right","left","center-right","center-right","left","left","flip to left","flip to right","flip to left","stable left"
15224,"right","left","center-right","right","left","center-right","flip to left","flip to right","flip to left","flip to right"
15226,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15232,"center-right","left","center-right","center-right","left","center-right","flip to left","flip to right","flip to left","flip to right"
15236,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15238,"center-left","center-left","center-right","right","left","left","stable left","flip to right","flip to left","stable left"
15244,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15248,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15272,"center-left","right","center-right","center-right","left","center-right","flip to right","stable right","flip to left","flip to right"
15276,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15293,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15296,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15299,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15317,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15322,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15325,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15332,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15362,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15367,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15368,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15377,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15380,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15401,"center-right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15403,"right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
15407,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15425,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15442,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15455,"right","left","center-right","center-right","left","center-right","flip to left","flip to right","flip to left","flip to right"
15464,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15466,"center-left","right","center-right","right","right","center-right","flip to right","stable right","stable right","stable right"
15469,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15476,"center-left","left","center-right","center-right","left","left","stable left","flip to right","flip to left","stable left"
15480,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15491,"center-left","left","left","center-right","left","left","stable left","stable left","flip to left","stable left"
15494,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15500,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15507,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15511,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15514,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15516,"right","center-left","center-right","right","left","center-right","flip to left","flip to right","flip to left","flip to right"
15518,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15522,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15531,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15533,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15537,"center-left","left","left","center-right","left","left","stable left","stable left","flip to left","stable left"
15542,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15550,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15572,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15580,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15599,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15600,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15621,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15632,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15638,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
15646,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15660,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15664,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15667,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15673,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15676,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15681,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15686,"center-right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15690,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15693,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15696,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15720,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15723,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15740,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15753,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15755,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15757,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15759,"center-left","center-left","left","right","left","left","stable left","stable left","flip to left","stable left"
15761,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15762,"center-right","right","center-right","right","left","center-right","stable right","stable right","flip to left","flip to right"
15763,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15764,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15774,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15776,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15778,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15790,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
15798,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15804,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
15806,"right","center-left","center-right","right","left","left","flip to left","flip to right","flip to left","stable left"
15808,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15810,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15814,"right","right","center-right","right","left","center-right","stable right","stable right","flip to left","flip to right"
15816,"center-right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15820,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15822,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15832,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
15835,"center-left","center-left","center-right","right","right","center-right","stable left","flip to right","stable right","stable right"
15837,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15839,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15842,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15861,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15879,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
15897,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17001,"right","center-left","left","right","right","center-right","flip to left","stable left","stable right","stable right"
17013,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
17042,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17050,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
17088,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17174,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17272,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
17380,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17388,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17433,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17442,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17444,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17446,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17486,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17495,"center-right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17513,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
17524,"right","right","left","right","right","center-right","stable right","flip to left","stable right","stable right"
17541,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
17614,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
17616,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17653,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
17662,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17665,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17777,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17867,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
17873,"right","center-left","left","right","right","center-right","flip to left","stable left","stable right","stable right"
17877,"right","right","right","right","right","center-right","stable right","stable right","stable right","stable right"
18001,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18029,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18094,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18150,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
18205,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18247,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18256,"right","right","center-right","right","right","left","stable right","stable right","stable right","flip to left"
18410,"right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
18460,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18479,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18592,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18610,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18753,"right","right","center-right","right","right","left","stable right","stable right","stable right","flip to left"
18756,"right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
18785,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
18860,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
19001,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19022,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19050,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19075,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19100,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19110,"center-right","center-right","left","center-right","left","left","stable right","flip to left","flip to left","stable left"
19130,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19137,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19142,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19212,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
